row_id,model,split,book_filter,scroll,target_word,target_fit_frequency,target_position,context_for_reading,raw_context,model_top1,model_top2,model_top3,model_top4,model_top5,all_top5,case_status,likely_issue,reader_note
46,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QpHab,ראו,15,14,הוא מורה הצדק אשר על כן יצא המשפט מעוקל ולוא ת ⬚⬚⬚ בגוים והביטו והתמהו תמהו כיא פעל פועל בלוא תאמינו כיא יסופר פשר הדבר,הוא מורה ה צדק אשר על כן יצא ה משפט מעוקל ו לוא ת ⬚⬚⬚ ב גוים ו הביטו ו התמהו תמהו כיא פעל פועל ב לוא תאמינו כיא יסופר פשר ה דבר,אל,על,ו,כול,כי,אל | על | ו | כול | כי,miss,same_length_semantic,Model prefers another plausible word of similar length.
47,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QpHab,גוים,22,14,הצדק אשר על כן יצא המשפט מעוקל ולוא ת ראו ב ⬚⬚⬚ והביטו והתמהו תמהו כיא פעל פועל בלוא תאמינו כיא יסופר פשר הדבר על ה,ה צדק אשר על כן יצא ה משפט מעוקל ו לוא ת ראו ב ⬚⬚⬚ ו הביטו ו התמהו תמהו כיא פעל פועל ב לוא תאמינו כיא יסופר פשר ה דבר על ה,ראו,ו,שמעו,ידעו,ה,ראו | ו | שמעו | ידעו | ה,miss,same_length_semantic,Model prefers another plausible word of similar length.
48,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QpHab,הביטו,1,14,אשר על כן יצא המשפט מעוקל ולוא ת ראו בגוים ו ⬚⬚⬚ והתמהו תמהו כיא פעל פועל בלוא תאמינו כיא יסופר פשר הדבר על הבוגדים עם,אשר על כן יצא ה משפט מעוקל ו לוא ת ראו ב גוים ו ⬚⬚⬚ ו התמהו תמהו כיא פעל פועל ב לוא תאמינו כיא יסופר פשר ה דבר על ה בוגדים עם,ו,ישראל,שמעו,ראו,ם,ו | ישראל | שמעו | ראו | ם,miss,particle_or_too_short,Top guess is much shorter than the gold word.
49,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QpHab,התמהו,0,15,על כן יצא המשפט מעוקל ולוא ת ראו בגוים והביטו ו ⬚⬚⬚ תמהו כיא פעל פועל בלוא תאמינו כיא יסופר פשר הדבר על הבוגדים עם איש ה,על כן יצא ה משפט מעוקל ו לוא ת ראו ב גוים ו הביטו ו ⬚⬚⬚ תמהו כיא פעל פועל ב לוא תאמינו כיא יסופר פשר ה דבר על ה בוגדים עם איש ה,ראום,ראוו,ראוה,ראומה,ראוולא,ראום | ראוו | ראוה | ראומה | ראוולא,miss,rare_or_unseen,Gold word is very rare or unseen in the fit partition.
50,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QpHab,תמהו,1,16,על כן יצא המשפט מעוקל ולוא ת ראו בגוים והביטו והתמהו ⬚⬚⬚ כיא פעל פועל בלוא תאמינו כיא יסופר פשר הדבר על הבוגדים עם איש הכזב,על כן יצא ה משפט מעוקל ו לוא ת ראו ב גוים ו הביטו ו התמהו ⬚⬚⬚ כיא פעל פועל ב לוא תאמינו כיא יסופר פשר ה דבר על ה בוגדים עם איש ה כזב,על,למו,ו,לו,כי,על | למו | ו | לו | כי,miss,particle_or_too_short,Top guess is much shorter than the gold word.
51,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QpHab,כיא,295,16,כן יצא המשפט מעוקל ולוא ת ראו בגוים והביטו והתמהו תמהו ⬚⬚⬚ פעל פועל בלוא תאמינו כיא יסופר פשר הדבר על הבוגדים עם איש הכזב כי,כן יצא ה משפט מעוקל ו לוא ת ראו ב גוים ו הביטו ו התמהו תמהו ⬚⬚⬚ פעל פועל ב לוא תאמינו כיא יסופר פשר ה דבר על ה בוגדים עם איש ה כזב כי,על,כי,מה,כול,ראו,על | כי | מה | כול | ראו,miss,same_length_semantic,Model prefers another plausible word of similar length.
52,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QpHab,פעל,1,16,יצא המשפט מעוקל ולוא ת ראו בגוים והביטו והתמהו תמהו כיא ⬚⬚⬚ פועל בלוא תאמינו כיא יסופר פשר הדבר על הבוגדים עם איש הכזב כי לוא,יצא ה משפט מעוקל ו לוא ת ראו ב גוים ו הביטו ו התמהו תמהו כיא ⬚⬚⬚ פועל ב לוא תאמינו כיא יסופר פשר ה דבר על ה בוגדים עם איש ה כזב כי לוא,אין,כול,אל,יקום,כל,אין | כול | אל | יקום | כל,miss,rare_or_unseen,Gold word is very rare or unseen in the fit partition.
53,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QpHab,פועל,0,16,המשפט מעוקל ולוא ת ראו בגוים והביטו והתמהו תמהו כיא פעל ⬚⬚⬚ בלוא תאמינו כיא יסופר פשר הדבר על הבוגדים עם איש הכזב כי לוא האמינו,ה משפט מעוקל ו לוא ת ראו ב גוים ו הביטו ו התמהו תמהו כיא פעל ⬚⬚⬚ ב לוא תאמינו כיא יסופר פשר ה דבר על ה בוגדים עם איש ה כזב כי לוא האמינו,אל,און,רע,ם,משפט,אל | און | רע | ם | משפט,miss,particle_or_too_short,Top guess is much shorter than the gold word.
54,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QpHab,לוא,578,15,ולוא ת ראו בגוים והביטו והתמהו תמהו כיא פעל פועל ב ⬚⬚⬚ תאמינו כיא יסופר פשר הדבר על הבוגדים עם איש הכזב כי לוא האמינו בדברי מורה,ו לוא ת ראו ב גוים ו הביטו ו התמהו תמהו כיא פעל פועל ב ⬚⬚⬚ תאמינו כיא יסופר פשר ה דבר על ה בוגדים עם איש ה כזב כי לוא האמינו ב דברי מורה,לוא,לא,אל,ולא,ולו,לוא | לא | אל | ולא | ולו,hit,exact_top1_hit,The model's first guess is exactly correct.
55,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QpHab,תאמינו,1,16,ולוא ת ראו בגוים והביטו והתמהו תמהו כיא פעל פועל בלוא ⬚⬚⬚ כיא יסופר פשר הדבר על הבוגדים עם איש הכזב כי לוא האמינו בדברי מורה ה,ו לוא ת ראו ב גוים ו הביטו ו התמהו תמהו כיא פעל פועל ב לוא ⬚⬚⬚ כיא יסופר פשר ה דבר על ה בוגדים עם איש ה כזב כי לוא האמינו ב דברי מורה ה,ידעו,ראו,האמינו,שמעו,ישכילו,ידעו | ראו | האמינו | שמעו | ישכילו,miss,particle_or_too_short,Top guess is much shorter than the gold word.
56,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QpHab,כיא,295,17,ולוא ת ראו בגוים והביטו והתמהו תמהו כיא פעל פועל בלוא תאמינו ⬚⬚⬚ יסופר פשר הדבר על הבוגדים עם איש הכזב כי לוא האמינו בדברי מורה הצדקה,ו לוא ת ראו ב גוים ו הביטו ו התמהו תמהו כיא פעל פועל ב לוא תאמינו ⬚⬚⬚ יסופר פשר ה דבר על ה בוגדים עם איש ה כזב כי לוא האמינו ב דברי מורה ה צדקה,כי,לוא,ולו,ולא,אם,כי | לוא | ולו | ולא | אם,miss,same_length_semantic,Model prefers another plausible word of similar length.
57,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QpHab,פשר,24,16,ראו בגוים והביטו והתמהו תמהו כיא פעל פועל בלוא תאמינו כיא יסופר ⬚⬚⬚ הדבר על הבוגדים עם איש הכזב כי לוא האמינו בדברי מורה הצדקה מפיא אל,ראו ב גוים ו הביטו ו התמהו תמהו כיא פעל פועל ב לוא תאמינו כיא יסופר ⬚⬚⬚ ה דבר על ה בוגדים עם איש ה כזב כי לוא האמינו ב דברי מורה ה צדקה מ פיא אל,על,למו,אל,להם,לו,על | למו | אל | להם | לו,miss,same_length_semantic,Model prefers another plausible word of similar length.
58,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QpHab,דבר,126,18,ראו בגוים והביטו והתמהו תמהו כיא פעל פועל בלוא תאמינו כיא יסופר פשר ה ⬚⬚⬚ על הבוגדים עם איש הכזב כי לוא האמינו בדברי מורה הצדקה מפיא אל ו,ראו ב גוים ו הביטו ו התמהו תמהו כיא פעל פועל ב לוא תאמינו כיא יסופר פשר ה ⬚⬚⬚ על ה בוגדים עם איש ה כזב כי לוא האמינו ב דברי מורה ה צדקה מ פיא אל ו,רע,ם,דבר,אמת,משפט,רע | ם | דבר | אמת | משפט,hit,exact_top5_hit,The gold word appears in the model's top-5 list.
59,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QpHab,על,1174,18,בגוים והביטו והתמהו תמהו כיא פעל פועל בלוא תאמינו כיא יסופר פשר הדבר ⬚⬚⬚ הבוגדים עם איש הכזב כי לוא האמינו בדברי מורה הצדקה מפיא אל ו על,ב גוים ו הביטו ו התמהו תמהו כיא פעל פועל ב לוא תאמינו כיא יסופר פשר ה דבר ⬚⬚⬚ ה בוגדים עם איש ה כזב כי לוא האמינו ב דברי מורה ה צדקה מ פיא אל ו על,אל,אמת,רע,אשר,על,אל | אמת | רע | אשר | על,hit,exact_top5_hit,The gold word appears in the model's top-5 list.
60,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QpHab,האמינו,1,18,פועל בלוא תאמינו כיא יסופר פשר הדבר על הבוגדים עם איש הכזב כי לוא ⬚⬚⬚ בדברי מורה הצדקה מפיא אל ו על הבוגדים בברית החדשה כיא לוא האמינו,פועל ב לוא תאמינו כיא יסופר פשר ה דבר על ה בוגדים עם איש ה כזב כי לוא ⬚⬚⬚ ב דברי מורה ה צדקה מ פיא אל ו על ה בוגדים ב ברית ה חדשה כיא לוא האמינו,תאמינו,האמינו,יאמינו,ידעו,יאמן,תאמינו | האמינו | יאמינו | ידעו | יאמן,hit,exact_top5_hit,The gold word appears in the model's top-5 list.
61,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QpHab,דברי,107,18,לוא תאמינו כיא יסופר פשר הדבר על הבוגדים עם איש הכזב כי לוא האמינו ב ⬚⬚⬚ מורה הצדקה מפיא אל ו על הבוגדים בברית החדשה כיא לוא האמינו בברית,לוא תאמינו כיא יסופר פשר ה דבר על ה בוגדים עם איש ה כזב כי לוא האמינו ב ⬚⬚⬚ מורה ה צדקה מ פיא אל ו על ה בוגדים ב ברית ה חדשה כיא לוא האמינו ב ברית,אל,כול,ברית,איש,משפט,אל | כול | ברית | איש | משפט,miss,particle_or_too_short,Top guess is much shorter than the gold word.
62,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QpHab,ברית,76,19,איש הכזב כי לוא האמינו בדברי מורה הצדקה מפיא אל ו על הבוגדים ב ⬚⬚⬚ החדשה כיא לוא האמינו בברית אל ויחללו את שם ו כן פשר הדבר על ה,איש ה כזב כי לוא האמינו ב דברי מורה ה צדקה מ פיא אל ו על ה בוגדים ב ⬚⬚⬚ ה חדשה כיא לוא האמינו ב ברית אל ו יחללו את שם ו כן פשר ה דבר על ה,אל,על,דבר,את,ם,אל | על | דבר | את | ם,miss,particle_or_too_short,Top guess is much shorter than the gold word.
63,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QpHab,יחללו,6,19,צדקה מפיא אל ו על הבוגדים בברית החדשה כיא לוא האמינו בברית אל ו ⬚⬚⬚ את שם ו כן פשר הדבר על הבוגדים לאחרית א הימים המה עריצי ה,צדקה מ פיא אל ו על ה בוגדים ב ברית ה חדשה כיא לוא האמינו ב ברית אל ו ⬚⬚⬚ את שם ו כן פשר ה דבר על ה בוגדים ל אחרית א ה ימים המה עריצי ה,ו,זכרו,ם,קדשו,ידעו,ו | זכרו | ם | קדשו | ידעו,miss,particle_or_too_short,Top guess is much shorter than the gold word.
64,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QpHab,על,1174,19,בברית החדשה כיא לוא האמינו בברית אל ויחללו את שם ו כן פשר הדבר ⬚⬚⬚ הבוגדים לאחרית א הימים המה עריצי הברית אשר לוא יאמינוא ב את כול ה,ב ברית ה חדשה כיא לוא האמינו ב ברית אל ו יחללו את שם ו כן פשר ה דבר ⬚⬚⬚ ה בוגדים ל אחרית א ה ימים המה עריצי ה ברית אשר לוא יאמינוא ב את כול ה,אל,אשר,על,כי,כול,אל | אשר | על | כי | כול,hit,exact_top5_hit,The gold word appears in the model's top-5 list.
65,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QpHab,אשר,1396,18,האחרון מ פי הכוהן אשר נתן אל בבינה לפשור את כול דברי הנביאים ⬚⬚⬚ בספר אל את כול הבאות על וכיא מקים את הכשדאים ה,ה אחרון מ פי ה כוהן אשר נתן אל ב בינה ל פשור את כול דברי ה נביאים ⬚⬚⬚ ב ספר אל את כול ה באות על ו כיא מקים את ה כשדאים ה,אשר,כתובים,אלה,כי,כול,אשר | כתובים | אלה | כי | כול,hit,exact_top1_hit,The model's first guess is exactly correct.
66,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QpHab,היתה,11,18,מר ו הנמהר על הכתיאים אשר המה קלים וגבורים במלחמה לאבד רבים ו ⬚⬚⬚ הארץ בממשלת הכתיאים ירשו ארצות רבות ולוא יאמינו בחוקי אל ההולך למרחבי,מר ו ה נמהר על ה כתיאים אשר המה קלים ו גבורים ב מלחמה ל אבד רבים ו ⬚⬚⬚ ה ארץ ב ממשלת ה כתיאים ירשו ארצות רבות ו לוא יאמינו ב חוקי אל ה הולך ל מרחבי,כול,כל,על,את,עם,כול | כל | על | את | עם,miss,other_miss,Miss without a simple short/rare/same-length explanation.
67,ft_msbert_span_refined,heldout-scrolls,excluding-conservative-aramaic-books,1QpHab,ארץ,69,18,הנמהר על הכתיאים אשר המה קלים וגבורים במלחמה לאבד רבים והיתה ה ⬚⬚⬚ בממשלת הכתיאים ירשו ארצות רבות ולוא יאמינו בחוקי אל ההולך למרחבי ארץ ל,ה נמהר על ה כתיאים אשר המה קלים ו גבורים ב מלחמה ל אבד רבים ו היתה ה ⬚⬚⬚ ב ממשלת ה כתיאים ירשו ארצות רבות ו לוא יאמינו ב חוקי אל ה הולך ל מרחבי ארץ ל,מלחמה,ם,ישראל,ה,על,מלחמה | ם | ישראל | ה | על,miss,other_miss,Miss without a simple short/rare/same-length explanation.
